condition,split,sign,q8,feature,feature_group,n_proteins,n_selected_segments,n_control_segments,selected_macro_protein_mean,control_macro_protein_mean,selected_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm2_top4_bilstm_attn,validation,1,G,near_domain_boundary_fraction,inter_domain_geometry,19,25,46,0.013157894736842105,0.04824561403508772,-0.03508771929824561,-0.1168733398086561,0.04669790121216487,True,0.4675105323909656,0.5599379020130876
esm2_top4_bilstm_attn,validation,1,G,mean_cross_domain_contacts,inter_domain_geometry,19,25,46,0.32456140350877194,0.5131578947368421,-0.1885964912280702,-0.9037323116347367,0.5265393291785962,True,0.9188588761289641,0.9393084677501843
esm2_top4_bilstm_attn,validation,1,G,mean_cross_domain_contact_fraction,inter_domain_geometry,19,25,46,0.0698830409356725,0.05897469367864104,0.01090834725703147,-0.0985770442950806,0.12039373880914353,True,0.9188756539923427,0.9393084677501843
esm2_top4_bilstm_attn,validation,1,H,mean_ca_curvature_degrees,experimental_geometry,9,10,18,76.72334277999204,86.53545950853864,-9.812116728546592,,,False,,
esm2_top4_bilstm_attn,validation,1,H,max_ca_curvature_degrees,experimental_geometry,9,10,18,82.5037134701623,90.88087146318054,-8.377157993018246,,,False,,
esm2_top4_bilstm_attn,validation,1,H,mean_abs_ca_virtual_torsion_degrees,experimental_geometry,9,10,18,67.31492621415572,56.47616946938578,10.838756744769935,,,False,,
esm2_top4_bilstm_attn,validation,1,H,max_abs_ca_virtual_torsion_degrees,experimental_geometry,9,10,18,102.10124593840204,89.70294754268089,12.398298395721147,,,False,,
esm2_top4_bilstm_attn,validation,1,H,mean_contact_degree,contact_network,9,10,18,5.024960558936218,5.9709720218053555,-0.9460114628691367,,,False,,
esm2_top4_bilstm_attn,validation,1,H,max_contact_degree,contact_network,9,10,18,8.333333333333334,7.981481481481481,0.35185185185185186,,,False,,
esm2_top4_bilstm_attn,validation,1,H,mean_inverse_distance_weighted_degree,contact_network,9,10,18,0.8179655181256583,0.9609918657833985,-0.1430263476577401,,,False,,
esm2_top4_bilstm_attn,validation,1,H,max_inverse_distance_weighted_degree,contact_network,9,10,18,1.3572399505753932,1.2774970758843962,0.07974287469099679,,,False,,
esm2_top4_bilstm_attn,validation,1,H,mean_betweenness,contact_network,9,10,18,0.010400295236005861,0.017357387036460583,-0.006957091800454723,,,False,,
esm2_top4_bilstm_attn,validation,1,H,max_betweenness,contact_network,9,10,18,0.032838797078649645,0.04128556272747422,-0.008446765648824569,,,False,,
esm2_top4_bilstm_attn,validation,1,H,mean_closeness,contact_network,9,10,18,0.17968575933444025,0.19352361013687053,-0.013837850802430267,,,False,,
esm2_top4_bilstm_attn,validation,1,H,mean_participation_coefficient,contact_network,9,10,18,0.19115610962916116,0.20278170881339871,-0.01162559918423755,,,False,,
esm2_top4_bilstm_attn,validation,1,H,community_boundary_fraction,contact_network,9,10,18,0.4138569604086845,0.47634225856448076,-0.06248529815579626,,,False,,
